OBJECTID,Building Occupancy,Building Address,Building Area/Neighborhood,Building Latitude,Building Longitude,Original Entry Date,Orignial Placard,Revision Entry Date,Updated Placard,Description,,,,,,,,,
2193,,3183 JEFFERSON ST,,38.31869227,-122.2989651,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
2194,,3191 JEFFERSON ST,,38.31901705,-122.2991074,2014-09-05,Green,2014-09-05, ,(Kelly Moore Paint),,,,,,,,,
2195,,3199 JEFFERSON ST,,38.31916241,-122.2991495,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2196,,3205 JEFFERSON ST,,38.31962439,-122.2992853,2014-09-05,Green,2014-09-05, ,(Docs Trophy Shoppe),,,,,,,,,
2197,,3207 JEFFERSON ST,,38.31964786,-122.299426,2014-09-05,Green,2014-09-05, ,(Thomas and Dawson),,,,,,,,,
2198,,3209 JEFFERSON ST,,38.31968216,-122.2992451,2014-09-05,Green,2014-09-05, ,(Futons and Furniture),,,,,,,,,
2199,,3209 JEFFERSON ST,,38.31968216,-122.2992451,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2200,,3213 JEFFERSON ST,,38.31986445,-122.2993207,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2201,,3213 JEFFERSON ST,,38.31986445,-122.2993207,2014-09-05,Green,2014-09-05, ,(Benjamin Moore Paint),,,,,,,,,
2202,,3219 JEFFERSON ST,,38.32008647,-122.2995488,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2203,,3219 JEFFERSON ST,,38.32008647,-122.2995488,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
2204,,3240 JEFFERSON ST,,38.32047786,-122.2987163,2014-09-05,Yellow,2014-09-05, ,"Tiles loose on roof - No parking on North, no dining on West, South falling hazard (Golden Bagel Café)",,,,,,,,,
2205,,3255 JEFFERSON ST,,38.32062501,-122.2996146,2014-09-05,Green,2014-09-05, ,(Wells Fargo Bank),,,,,,,,,
2206,,3249 MACFADDEN ST,,38.31713628,-122.3197187,2014-09-17,Yellow,2014-09-17, ,chimney area hazard - engr req,,,,,,,,,
2207,,3268 MACFADDEN ST,,38.31774445,-122.3199174,2014-09-17,Yellow,2014-09-17, ,chimney area hazard - engr req,,,,,,,,,
2208,,3233 MACFADDEN ST,,38.31681651,-122.319626,2014-09-25,Green,2014-09-25, ,No comments,,,,,,,,,
2209,,2500 MACGREGOR CT,,38.317599,-122.3225665,2014-10-08,Green,2014-10-08, ,Exterior only,,,,,,,,,
2210,,1530 MAIN ST,,38.30323499,-122.2884028,2014-09-05,Red,2014-09-05,downgraded to yellow - garage still red,"(2) chimneys fallen, garage off foundation, ext stucco cracks",,,,,,,,,
2211,,1530 MAIN ST,,38.30323499,-122.2884028,2014-09-05,Yellow,2014-09-05, ,[red tag lifed - replaced with yellow] - do not use secondary entrance,,,,,,,,,
2212,,1532 MAIN ST,,38.30312163,-122.288504,2014-09-05,Red,2014-09-05,downgraded to yellow - garage still red,"(2) chimneys fallen, garage off foundation, ext stucco cracks",,,,,,,,,
2213,,1532 MAIN ST,,38.30312163,-122.288504,2014-09-05,Yellow,2014-09-05, ,[red tag lifed - replaced with yellow] - do not use secondary entrance,,,,,,,,,
2214,,1543 MAIN ST,,38.30310567,-122.2890465,2014-09-05,Yellow,2014-09-05, ,"Mod to severe structual damage to exterior wall to foundation connection, columns support floor shifted base of fireplaces, major damage",,,,,,,,,
2215,,1606 MAIN ST,,38.30360414,-122.2888685,2014-09-05,Red,2014-09-05, ,Structural Façade - brick veneer (Carneros Capitol),,,,,,,,,
2216,,1610 MAIN ST,,38.3035706,-122.2888172,2014-09-05,Red,2014-09-05, ,Façade failing,,,,,,,,,
2217,,1613 MAIN ST,,38.30348475,-122.2892734,2014-10-06,Yellow,2014-10-06, ,"Displaced off stone foundation, 1st level racked, stair (front) pulled away from porch. Do not occupy until detailed evalutation by the city",,,,,,,,,
2218,,1621 MAIN ST,,38.30354816,-122.2894114,2014-09-17,Yellow,2014-09-17, ,fdn damage to front lower unit - restricted access to front lower unit,,,,,,,,,
2219,,265 S MONTGOMERY ST,,38.28521183,-122.2968158,2014-09-05,Yellow,2014-09-05, ,Damaged chimney- moderate damage,,,,,,,,,
2220,,438 S MONTGOMERY ST,,38.28422621,-122.2961474,2014-09-23,Yellow,2014-09-23, ,Stay away from area immediately around base of chimney in backyard,,,,,,,,,
2221,,39 S NEWPORT DR,,38.27473753,-122.2877882,2014-09-25,Green,2014-09-25, ,No Crack noticable @ exterior,,,,,,,,,
2222,,170 S SEMINARY ST,,38.28930576,-122.2922287,2014-09-25,Green,2014-09-25, ,Chimney Removed,,,,,,,,,
2223,,134 S SEYMOUR ST,,38.28721051,-122.2974666,2014-09-05,Yellow,2014-09-05, ,Chimney,,,,,,,,,
2224,,152 S SEYMOUR ST,,38.28687789,-122.2974274,2014-09-23,Yellow,2014-09-23, ,Contractor to assess repairs to crackes in chimney & ext. walls,,,,,,,,,
2225,,1940 S TERRACE DR,,38.28844247,-122.269069,2014-09-24,Green,2014-09-24, ,No damage observed,,,,,,,,,
2226,,2069 S TERRACE DR,,38.2835125,-122.2694256,2014-09-08,Yellow,2014-09-08, ,superficial damage to chimney - section of block wall topped,,,,,,,,,
2227,,2920 SACRAMENTO ST,,38.31382645,-122.3052202,2014-09-05,Yellow,2014-09-05, ,Cracked chimneys/separated from wall interior and exterior,,,,,,,,,
2228,,218 SAFFRON CT,,38.29124841,-122.2680709,2014-09-11,Green,2014-09-11, ,minor drywall cracks,,,,,,,,,
2229,,124 SAGE WAY,,38.29347586,-122.2727235,2014-10-08,Green,2014-10-08, ,No comments,,,,,,,,,
2230,,2175 PENNY LN,,38.28114587,-122.2554687,2014-10-08,Yellow,2014-10-08, ,"Chimney fell down. Chimney removed, permit required for replacement. No restrictions",,,,,,,,,
2231,,1425 PERKINS ST,,38.28196801,-122.2594424,2014-10-08,Green,2014-10-08, ,GREEN tag declined by owner,,,,,,,,,
2232,,1432 PERKINS ST,,38.28238063,-122.2592537,2014-09-08,Yellow,2014-09-08, ,chimney damage - top of chimney removed,,,,,,,,,
2233,,1675 PERMANENTE WAY,,38.32035449,-122.3044993,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2234,,2218 CULPEPPER ST,,38.33303097,-122.3256787,2014-09-17,Green,2014-09-17, ,exterior only - no one home,,,,,,,,,
2235,,670 CUNARD DR,,38.31619214,-122.283956,2014-09-05,Yellow,2014-09-05, ,"chimney cracked out and in, cracks adj to front door - have struc engr inspect",,,,,,,,,
2236,,683 CUNARD DR,,38.31573168,-122.2840996,2014-09-25,Yellow,2014-09-25, ,Ok to occupancy during repair,,,,,,,,,
2237,,624 CUNARD DR,,38.31623332,-122.2824934,2014-09-11,Green,2014-09-11, , ,,,,,,,,,
2238,,683 CUNARD DR,,38.31573168,-122.2840996,2014-09-23,Yellow,2014-09-23, ,front brick façade - no occ in front of garage,,,,,,,,,
2239,,2733 CYPRESS ST,,38.29210766,-122.3069737,2014-09-05,Green,2014-09-05, ,"Minor foundation cracks, minor crack at the drywall above fireplace (SFD)",,,,,,,,,
2240,,2733 CYPRESS ST,,38.29210766,-122.3069737,2014-09-25,Green,2014-09-25, ,Cracking interior BYP board cracking,,,,,,,,,
2241,,2773 CYPRESS ST,,38.29210553,-122.3077728,2014-10-07,Green,2014-10-07, ,Exterior only,,,,,,,,,
2242,,2802 CYPRESS ST,,38.29243195,-122.3086906,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
2243,,2822 CYPRESS ST,,38.29243314,-122.3090235,2014-09-29,Green,2014-09-29, ,No comments,,,,,,,,,
2244,," ,  ",,38.29243314,-122.3090235,2014-09-25,Green,2014-09-25, ,GREEN TAG (Mobile Home) no comments,,,,,,,,,
2245,," ,  ",,38.29243314,-122.3090235,2014-09-25,Green,2014-09-25, ,GREEN TAG (Mobile Home) no comments,,,,,,,,,
2246,,4233 DALE DR,,38.33834139,-122.3171795,2014-09-24,Green,2014-09-24, ,Structure good,,,,,,,,,
2247,,4348 DALE DR,,38.34051247,-122.3177346,2014-09-05,Yellow,2014-09-05, ,brick arch wall racked west over front door,,,,,,,,,
2248,,4527 DALTON DR,,38.33285633,-122.3282017,2014-09-29,Green,2014-09-29, ,No comments,,,,,,,,,
2249,,1216 DARLING ST,,38.34188798,-122.3100654,2014-09-05,Yellow,2014-09-05, ,chimeny damage,,,,,,,,,
2250,,1216 DARLING ST,,38.34188798,-122.3100654,2014-09-23,Yellow,2014-09-23, ,Previously posted yellow tag 8/25/14. Harnos Vuletic City of Napa,,,,,,,,,
2251,,3644 DARTMOUTH DR,,38.31394078,-122.343814,2014-09-11,Green,2014-09-11, , ,,,,,,,,,
2252,,3323 DAVID DR,,38.2990389,-122.3357727,2014-09-11,Green,2014-09-11, , ,,,,,,,,,
2253,,618 RANDOLPH ST,,38.29569282,-122.2855453,2014-09-08,Yellow,2014-09-08, ,entry stair shifted forward,,,,,,,,,
2254,,618 RANDOLPH ST,,38.29569282,-122.2855453,2014-09-16,Yellow,2014-09-16, ,cracks in foundation,,,,,,,,,
2255,,620 RANDOLPH ST,,38.2956617,-122.2856051,2014-09-16,Yellow,2014-09-16, ,residents not home,,,,,,,,,
2256,,625 RANDOLPH ST,,38.29535647,-122.2859053,2014-09-05,Red,2014-09-05, ,Unsafe building (1st Methodist - Santuary),,,,,,,,,
2257,,625 RANDOLPH ST,,38.29535647,-122.2859053,2014-09-05,Yellow,2014-09-05, ,office use limited,,,,,,,,,
2258,,625 RANDOLPH ST,,38.29535647,-122.2859053,2014-09-05,Green,2014-09-05, ,structure fair,,,,,,,,,
2259,,642 RANDOLPH ST,,38.29594306,-122.2857677,2014-09-05,Yellow,2014-09-05, ,Remain outside taped off area until the base of chimney is supported. At that time contact City to reevaluate area,,,,,,,,,
2260,,810 RANDOLPH ST,,38.29685062,-122.2865894,2014-09-05,Yellow,2014-09-05, ,Loose debris,,,,,,,,,
2261,,819 RANDOLPH ST,,38.2968017,-122.2871622,2014-09-05,Yellow,2014-09-05, ,partial collapse of masonry wall,,,,,,,,,
2262,," ,  ",,38.2968017,-122.2871622,2014-09-05,Yellow,2014-09-05, ,chimney damage - third visit to this site,,,,,,,,,
2263,," ,  ",,38.2968017,-122.2871622,2014-09-23,Yellow,2014-09-23, ,Yellow tag to remain,,,,,,,,,
2264,,1600 RAINIER AVE,,38.32922315,-122.3083198,2014-09-05,Yellow,2014-09-08, ,do not inhabit or utlize interior/exterior areas adjacent to chimney,,,,,,,,,
2265,,2007 REDWOOD RD,,38.32065296,-122.3107545,2014-09-05,Yellow,2014-09-05, ,Cracks across walls and soffits. Fire sprinkler system in service. No damage noted in riser. Riser room leak at adjacent La Qaquiza (#104),,,,,,,,,
2266,,2007 REDWOOD RD,,38.32065296,-122.3107545,2014-09-05,Yellow,2014-09-05, ,(Starbucks) Cracks across wall and soffits. Fire sprinkler system in service,,,,,,,,,
2267,,2007 REDWOOD RD,,38.32065296,-122.3107545,2014-09-05,Green,2014-09-05, ,(Redwood Plaza - Bank of America),,,,,,,,,
2268,,2007 REDWOOD RD,,38.32065296,-122.3107545,2014-09-05,Green,2014-09-05, ,(La Taquiza),,,,,,,,,
2269,,1031 MCKINSTRY ST,,38.30131485,-122.2824873,2014-09-10,Yellow,2014-09-10, ,fireplace damage & falling - handrail front steps loose,,,,,,,,,
2270,,2026 IDA ST,,38.31132735,-122.2862427,2014-09-29,Yellow,2014-09-29, ,Chimney cracked above roof line potenial collapse hazard in aftershocks. Do no use fireplace-use caution around chimney,,,,,,,,,
2271,,1005 JEFFERSON ST,,38.29767061,-122.293721,2014-09-05,Yellow,2014-09-05, ,"Brick Chim - Failed - Wrapped in ply wd. Brick separated on base of fp/chim, fndt. Fascia cracked, side stair rails separated, columns cracked",,,,,,,,,
2272,,2033 JEFFERSON ST,,38.30593857,-122.2953143,2014-09-05,Yellow,2014-09-05, ,unable to enter - must be flue - chimney cracks,,,,,,,,,
2273,,2040 JEFFERSON ST,,38.30618123,-122.294766,2014-09-05,Yellow,2014-09-05, ,chimney hat collapsed inside roof at roofline,,,,,,,,,
2274,,2131 JEFFERSON ST,,38.30670386,-122.2955901,2014-09-05,Green,2014-09-05, ,observed no structural damage,,,,,,,,,
2275,,2210 JEFFERSON ST,,38.30670386,-122.2955901,2014-09-05,Yellow,2014-09-05, ,Cracked chimney. Avoid chimney area,,,,,,,,,
2276,,2444 JEFFERSON ST,,38.30980202,-122.2957419,2014-09-25,Green,2014-09-25, ,"Green tag, wood fence & wood gate leaning, minor crack and plaster falling",,,,,,,,,
2277,,2448 JEFFERSON ST,,38.3099513,-122.2958533,2014-09-05,Yellow,2014-09-05, ,Porch column,,,,,,,,,
2278,,2510 JEFFERSON ST,,38.31051431,-122.2958251,2014-09-24,Green,2014-09-24, ,"minor cracks in drywall and ext wood siding, cracked window on second flr (tenant stated no related to earthquake)",,,,,,,,,
2279,,2512 JEFFERSON ST,,38.31038062,-122.2957904,2014-09-24,Green,2014-09-24, ,"minor cracks in drywall and ext wood siding, cracked window on second flr (tenant stated no related to earthquake)",,,,,,,,,
2280,,2532 JEFFERSON ST,,38.31085869,-122.2959976,2014-09-05,Yellow,2014-09-05, ,Service riser master pulled free from structure,,,,,,,,,
2281,,2590 JEFFERSON ST,,38.31186989,-122.2962588,2014-09-05,Green,2014-09-05, ,(Napa Buillding Supply),,,,,,,,,
2282,,2745 JEFFERSON ST,,38.31340128,-122.2975844,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
2283,,1670 MULLER DR,,38.30046611,-122.2976672,2014-09-05,Yellow,2014-09-05, ,Damage to chimney - chimney down on lawn,,,,,,,,,
2284,,3617 PARRETT AVE,,38.32771869,-122.3030913,2014-09-05,Yellow,2014-09-05, ,do not fireplace and avoide side yard by chimney - minor separation of chimney from house,,,,,,,,,
2285,,1749 PINE ST,,38.2910212,-122.2927477,2014-09-05,Red,2014-09-05, ,crack in all 4 corners (inside & out) foundation,,,,,,,,,
2286,,4454 FINCH CT,,38.34697306,-122.3155822,2014-09-05,Yellow,2014-09-05, ,supporting column at end of porch tilted,,,,,,,,,
2287,,3325 JEFFERSON ST,,38.32152039,-122.3005143,2014-09-05,Yellow,2014-09-05, ,Damage limited to store front,,,,,,,,,
2288,,1631 MAIN ST,,38.30367213,-122.2894829,2014-09-05,Red,2014-09-05, ,brick foundation blown out at corners and various locations - no steel reinforcment,,,,,,,,,
2289,,100 PICKWICK DR,,38.28758092,-122.3062621,2014-09-05,Yellow,2014-10-02,downgraded to green,chimney,,,,,,,,,
2290,,3327 DAVID DR,,38.29934712,-122.3359676,2014-09-05,Yellow,2014-09-05, ,Keep area clear around chimney,,,,,,,,,
2291,,2008 REDWOOD RD,,38.32123681,-122.3108621,2014-09-05,Green,2014-09-05, ,Minor pipe break for car wash (Chevron),,,,,,,,,
2292,,2010 REDWOOD RD,,38.3211977,-122.3112916,2014-09-05,Green,2014-09-05, ,(7-11 Market),,,,,,,,,
2293,,2015 REDWOOD RD,,38.32054871,-122.3111487,2014-09-05,Green,2014-09-05, ,(Redwood Center Plaza - Bev Creech Bookkeeping) - minor cracks in walls,,,,,,,,,
2294,,2017 REDWOOD RD,,38.32054871,-122.3111487,2014-09-05,Green,2014-09-05, ,(Redwood Center Plaza - Wine Valley),,,,,,,,,
2295,,2020 REDWOOD RD,,38.32112157,-122.3115408,2014-09-05,Yellow,2014-09-05, ,"cracked stucco, partial failure of suspended ceiling",,,,,,,,,
2296,,2025 REDWOOD RD,,38.3203642,-122.3114072,2014-09-05,Yellow,2014-09-05, ,"chimney damage, gas appears to be in tact",,,,,,,,,
2297,,20 WINESTONE CT,,38.33857267,-122.3218916,2014-09-24,Green,2014-09-24, ,Structure good,,,,,,,,,
2298,,131 WINGARD CIR,,38.33330637,-122.3231641,2014-10-06,Green,2014-10-06, ,No comments,,,,,,,,,
2299,,1887 WISE DR,,38.33249259,-122.3133536,2014-09-05,Yellow,2014-09-05, ,Chimney,,,,,,,,,
2300,,3617 PARRETT AVE,,38.32771869,-122.3030913,2014-10-10,Green,2014-10-10, ,Exterior of your dwelling has been inspected & has been deemed. Safe to occupy. Chimney appears to be crooked. Recommend/suggest inspection,,,,,,,,,
2301,,3701 PARRETT AVE,,38.32915606,-122.3042377,2014-09-25,Green,2014-09-25, ,Minor-no comments,,,,,,,,,
2302,,3708 PARRETT AVE,,38.32952317,-122.3039226,2014-09-05,Yellow,2014-09-05, ,chimney came off from roofline - do not use fireplace,,,,,,,,,
2303,,3717 PARRETT AVE,,38.3294479,-122.3044647,2014-09-23,Yellow,2014-09-23, ,Chimney and adjacent areas hall be inspected. Further investigaion is needed,,,,,,,,,
2304,,2282 SECOND ST,,38.29734122,-122.2989583,2014-09-25,Green,2014-09-25, ,"Green tag, minor stucco cracking",,,,,,,,,
2305,,1412 PUEBLO AVE,,38.31559215,-122.3000653,2014-09-05,Yellow,2014-09-25,downgraded to green, ,,,,,,,,,
2306,,1412 PUEBLO AVE,,38.31559215,-122.3000653,2014-09-25,Green,2014-09-25,downgraded from yellow,"[ATC from yellow to green - all prev tags changed to green] CMU wall removed, no hazard",,,,,,,,,
2307,,1450 PUEBLO AVE,,38.31547368,-122.3002947,2014-09-05,Yellow,2014-09-05, ,neighbors retaining wall collapsed onto vehicles,,,,,,,,,
2308,,1512 PUEBLO AVE,,38.31532405,-122.3009602,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2309,,1515 PUEBLO AVE,,38.31461915,-122.3013923,2014-09-05,Green,2014-09-05, ,(Boys & Girls Club),,,,,,,,,
2310,,1540 PUEBLO AVE,,38.31539734,-122.3017062,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2311,,1540 PUEBLO AVE,,38.31539734,-122.3017062,2014-09-05,Green,2014-09-05, ,no placard placed - no apparent structural damage,,,,,,,,,
2312,,1540 PUEBLO AVE,,38.31539734,-122.3017062,2014-10-02,Green,2014-10-02, ,No comments,,,,,,,,,
2313,,1548 PUEBLO AVE,,38.31509406,-122.3018956,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2314,,1548 PUEBLO AVE,,38.31509406,-122.3018956,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2315,,1556 PUEBLO AVE,,38.31530092,-122.3021913,2014-09-05,Green,2014-09-05, ,looks good,,,,,,,,,
2316,,1749 PINE ST,,38.2910212,-122.2927477,2014-09-05,Yellow,2014-09-05, ,No information provided,,,,,,,,,
2317,,3325 SHADOW HILL LN,,38.30299469,-122.3181526,2014-09-25,Green,2014-09-25, ,"Minor movement@ portico roof, no damage observed",,,,,,,,,
2318,,1008 PARTRICK RD,,38.30745754,-122.3420791,2014-09-05,Yellow,2014-09-05, ,"trellis at backyard leaning, minor cracks in stucco",,,,,,,,,
2319,,1016 PARTRICK RD,,38.30760591,-122.342551,2014-09-05,Yellow,2014-09-05, ,"cracks in ground, sidewalk moved, wall problems",,,,,,,,,
2320,,521 PATCHETT ST,,38.29310112,-122.2963626,2014-09-05,Yellow,2014-09-05, ,Chimney down,,,,,,,,,
2321,,541 PATCHETT ST,,38.29341656,-122.2964898,2014-09-16,Green,2014-09-16, ,exterior only - no one home,,,,,,,,,
2322,,541 PATCHETT ST,,38.29341656,-122.2964898,2014-10-02,Green,2014-10-02, ,No comments,,,,,,,,,
2323,,550 PATCHETT ST,,38.29346725,-122.2958305,2014-09-05,Yellow,2014-09-05, ,brace and repair needed - do not use upper driveWy until hazard is mitigated,,,,,,,,,
2324,,564 PATCHETT ST,,38.29365681,-122.2958039,2014-09-05,Yellow,2014-09-05, ,"6"" cripple walls, rolling on driveWy, side of house noted - analysis from structural engineer needed",,,,,,,,,
2325,,573 PATCHETT ST,,38.29387347,-122.2962953,2014-09-25,Green,2014-09-25, ,Minor cracking and settlement in ground foundation,,,,,,,,,
2326,,605 PATCHETT ST,,38.29450858,-122.2960753,2014-09-05,Yellow,2014-09-05, ,"chimney damaged - dislodged bricks, cracks",,,,,,,,,
2327,,2542 PATRICIA DR,,38.32224048,-122.3260545,2014-09-10,Yellow,2014-09-10, ,front columns on porch brick leaning,,,,,,,,,
2328,,2542 PATRICIA DR,,38.32224048,-122.3260545,2014-09-18,Yellow,2014-09-18, ,four masonry clad posts out of plumb at front veranda - front entry veranda shall not be used until repaired - permit required,,,,,,,,,
2329,,2560 PATRICIA DR,,38.32130015,-122.3276798,2014-09-05,Yellow,2014-09-05, ,chimney leaning - do not occupy upstairs bedroom until chimney chase mitigated,,,,,,,,,
2330,,428 WILSON ST,,38.29170885,-122.2906418,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
2331,,436 WILSON ST,,38.29181833,-122.2906434,2014-09-05,Yellow,2014-09-05, ,keep away from the chimney area,,,,,,,,,
2332,,466 WILSON ST,,38.29221309,-122.2905598,2014-09-05,Yellow,2014-09-05, ,keep away from the chimney area,,,,,,,,,
2333,,466 WILSON ST,,38.29221309,-122.2905598,2014-09-05,Yellow,2014-09-05, ,Chimney,,,,,,,,,
2334,,519 WILSON ST,,38.29295065,-122.2911078,2014-09-25,Green,2014-09-25, ,No evidence of earthquake damage is observed,,,,,,,,,
2335,,540 WILSON ST,,38.29321159,-122.29045,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
2336,,1142 MAIN ST,,38.30038137,-122.2863023,2014-09-05,Yellow,2014-09-05,downgraded to green,"no visible issues, recommend walk through by engineer",,,,,,,,,
2337,,1964 MAIN ST,,38.30705099,-122.2915348,2014-09-17,Green,2014-09-17, ,no one home,,,,,,,,,
2338,,2043 MORLAN DR,,38.31199231,-122.3098933,2014-09-24,Yellow,2014-09-24, ,"chimney collpased above roofline, interior fireplace and chimney covered with drywall prior to earthquake - no restrictions",,,,,,,,,
2339,,880 NAPA ST,,38.3037178,-122.2866759,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2340,,3757 PARRETT AVE,,38.3297186,-122.3046768,2014-09-05,Yellow,2014-09-05, ,chimney from roofline and up fell to ground - do not use fireplace.  No further danger visible from front of house - get permit for repair work,,,,,,,,,
2341,,1410 PUEBLO AVE,,38.3155504,-122.3000547,2014-09-25,Green,2014-09-25,downgraded from yellow,"[ATC from yellow to green - all prev tags changed to green] CMU wall removed, no hazard",,,,,,,,,
2342,,137 S HARTSON ST,,38.28710871,-122.295915,2014-09-23,Yellow,2014-09-23, ,"Chimney cracks, yellow taped previously, no development. No new tag, previous one is valid still",,,,,,,,,
2343,,1436 SECOND ST,,38.29669823,-122.2888221,2014-09-05,Green,2014-09-05,downgraded from yellow,(UPS) risk mitigated,,,,,,,,,
2344,," ,  ",,38.29669823,-122.2888221,2014-09-24,Yellow,2014-09-24, ,"[Wells Fargo Bank] wall, ceiling, floor finishes require repair - add ""construction personnel only"" to tag",,,,,,,,,
2345,,1000 MAIN ST,,38.29938901,-122.2854562,2014-09-05,Yellow,2014-09-05, ,Northwall crack - 3rd floor can see daylightm unit 200 floor raised.,,,,,,,,,
2346,,1000 MAIN ST,,38.29938901,-122.2854562,2014-09-05,Green,2014-09-05, ,(Bellisimo Café),,,,,,,,,
2347,,1000 MAIN ST,,38.29938901,-122.2854562,2014-09-05,Green,2014-09-05, ,(YoBelle),,,,,,,,,
2348,,1000 MAIN ST,,38.29938901,-122.2854562,2014-09-05,Green,2014-09-05, ,(Back Room Wines),,,,,,,,,
2349,,1030 MAIN ST,,38.29958533,-122.2855959,2014-09-05,Yellow,2014-09-05, ,"fire alarm on test, elevator not functioning, sprinkler system off",,,,,,,,,
2350,,1030 MAIN ST,,38.29958533,-122.2855959,2014-09-05,Green,2014-09-05, ,separation at joint to next building,,,,,,,,,
2351,,1030 MAIN ST,,38.29958533,-122.2855959,2014-09-05,Green,2014-09-05, ,(The City Winery),,,,,,,,,
2352,,1040 MAIN ST,,38.29977822,-122.2856975,2014-09-05,Red,2014-09-09,downgraded to yellow,"unstable parapet wall on roof, support need on north roof parapet - atrium unsafe",,,,,,,,,
2353,,1040 MAIN ST,,38.29977822,-122.2856975,2014-09-05,Yellow,2014-09-05, ,Structural steel separated from brick façade.,,,,,,,,,
2354,,1040 MAIN ST,,38.29977822,-122.2856975,2014-09-05,Yellow,2014-09-05, ,No information provided,,,,,,,,,
2355,,1040 MAIN ST,,38.29977822,-122.2856975,2014-09-09,Yellow,2014-09-09,downgraded from red,public may enter - stay clear of taped off areas and construction,,,,,,,,,
2356,,1040 MAIN ST,,38.29977822,-122.2856975,2014-09-05,Green,2014-09-05, ,minor damage,,,,,,,,,
2357,," ,  ",,38.29977822,-122.2856975,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2358,,1122 MAIN ST,,38.30018016,-122.2861319,2014-09-05,Yellow,2014-09-05, ,"fallen debris from damaged parapet, remove harzards",,,,,,,,,
2359,,1130 MAIN ST,,38.30011191,-122.2860235,2014-09-05,Yellow,2014-09-05,downgraded to green,"fallen debris from damaged parapet, remove harzards",,,,,,,,,
2360,,1130 MAIN ST,,38.30011191,-122.2860235,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
2361,,962 JACKSON ST,,38.30653103,-122.2906747,2014-09-05,Yellow,2014-09-05, ,Carport collapse,,,,,,,,,
2362,,741 JACOB CT,,38.31586915,-122.2873769,2014-10-09,Green,2014-10-09, ,Minor interior wall cracks,,,,,,,,,
2363,,2764 JACQUELINE CT,,38.27812952,-122.3064756,2014-09-24,Green,2014-09-24, ,no one home - no damage evident from front yard (limited views of chimney and side wall),,,,,,,,,
2364,,15 JANAI CT,,38.3257101,-122.3334338,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
2365,,2005 JANETTE DR,,38.31657878,-122.3084684,2014-09-24,Green,2014-09-24, ,minor stucco cracking observed (unit A),,,,,,,,,
2366,,2048 JANETTE DR,,38.31656677,-122.3096915,2014-09-24,Green,2014-09-24, ,"Exterior assesment fr front of house only-owner not present, minor stucco cracking observed",,,,,,,,,
2367,,2198 JANETTE DR,,38.31600597,-122.3126736,2014-09-17,Yellow,2014-09-17, ,"chimney leaning away from bldg, keep away from this area",,,,,,,,,
2368,,2284 JANETTE DR,,38.31567606,-122.314624,2014-09-24,Green,2014-09-24, ,Minor drywall cracking & stucco cracking,,,,,,,,,
2369,,2298 JANETTE DR,,38.3154576,-122.315845,2014-09-24,Green,2014-09-24, ,Minor stucco cracking exterior inspection only front & sides only,,,,,,,,,
2370,,2005 JANETTE DR,,38.31657878,-122.3084684,2014-09-25,Green,2014-09-25, ,Green Tag GYP board cracking,,,,,,,,,
2371,,2097 JANETTE DR,,38.31599392,-122.3106314,2014-09-24,Green,2014-09-24, ,Interior GYP board cracking minor,,,,,,,,,
2372,,4462 JAY CT,,38.34729756,-122.3155019,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
2373,,4468 JAY CT,,38.34774311,-122.3158783,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
2374,,4472 JAY CT,,38.34752908,-122.3162806,2014-09-05,Yellow,2014-09-05, ,stay aWy 10' from chimney,,,,,,,,,
2375,,4406 JEFFERSON CT,,38.34321015,-122.3154211,2014-09-05,Yellow,2014-09-05, ,"dislocated bricks on chimney, stay 35' aWy from chimney",,,,,,,,,
2376,,4412 JEFFERSON CT,,38.34370996,-122.3155238,2014-09-24,Green,2014-09-24, ,Vertical crack in stucco @ garage header. Inspected,,,,,,,,,
2377,," ,  ",,38.34370996,-122.3155238,2014-09-05,Yellow,2014-09-05, ,Cracks and displaced CMU at chimney,,,,,,,,,
2378,,4125 FIRESIDE CT,,38.33006587,-122.3375246,2014-09-29,Green,2014-09-29, ,Minor cracking to drywall & stucco,,,,,,,,,
